idx,idx1,idx2,address1,address2,opcode1,opcode2,instruction1,instruction2,matching1,src_file,srccode
5886,5886,5819,2816,2792,01 00 01,01 00 01,"ld bc,$0100","ld bc,$0100","ld bc,$0000",exec.asm,"PRINT8:         LD	BC,100H"
5887,5887,5820,2819,2795,18 1d,18 1d,jr $+$1f,jr $+$1f,jr $+$00,exec.asm,JR	PRINTC
5888,5888,5821,281b,2797,21 00 55,21 00 54,"ld hl,$5500","ld hl,$5400","ld hl,$0000",exec.asm,"PRINT9:         LD	HL,STAVAR"
5889,5889,5822,281e,279a,af,af,xor a,xor a,xor a,exec.asm,XOR	A
5890,5890,5823,281f,279b,be,be,cp (hl),cp (hl),cp (hl),exec.asm,CP	(HL)
5891,5891,5824,2820,279c,28 10,28 10,"jr z,$+$12","jr z,$+$12","jr z,$+$00",exec.asm,"JR	Z,PRINT0"
5892,5892,5825,2822,279e,3a fb 55,3a fb 54,"ld a,($55fb)","ld a,($54fb)","ld a,($0000)",exec.asm,"LD	A,(COUNT)"
5893,5893,5826,2825,27a1,b7,b7,or a,or a,or a,exec.asm,OR	A
5894,5894,5827,2826,27a2,28 0a,28 0a,"jr z,$+$0c","jr z,$+$0c","jr z,$+$00",exec.asm,"JR	Z,PRINT0"
5895,5895,5828,2828,27a4,96,96,sub (hl),sub (hl),sub (hl),exec.asm,PRINTA:         SUB	(HL)
5896,5896,5829,2829,27a5,28 07,28 07,"jr z,$+$09","jr z,$+$09","jr z,$+$00",exec.asm,"JR	Z,PRINT0"
5897,5897,5830,282b,27a7,30 fb,30 fb,"jr nc,$-$03","jr nc,$-$03","jr nc,$-$00",exec.asm,"JR	NC,PRINTA"
5898,5898,5831,282d,27a9,ed 44,ed 44,neg,neg,neg,exec.asm,NEG
5899,5899,5832,282f,27ab,cd 27 36,cd a3 35,call $3627,call $35a3,call $0000,exec.asm,CALL	SPACES
5900,5900,5833,2832,27ae,3a 00 55,3a 00 54,"ld a,($5500)","ld a,($5400)","ld a,($0000)",exec.asm,"PRINT0:         LD	A,(STAVAR)"
5901,5901,5834,2835,27b1,4f,4f,"ld c,a","ld c,a","ld c,a",exec.asm,"LD	C,A		;PRINTS"
5902,5902,5835,2836,27b2,06 00,06 00,"ld b,$00","ld b,$00","ld b,$00",exec.asm,"LD	B,0		;PRINTF"
5903,5903,5836,2838,27b4,cd ba 35,cd 36 35,call $35ba,call $3536,call $0000,exec.asm,PRINTC:         CALL	TERMQ
5904,5904,5837,283b,27b7,28 38,28 38,"jr z,$+$3a","jr z,$+$3a","jr z,$+$00",exec.asm,"JR	Z,PRINT4"
5905,5905,5838,283d,27b9,cb 80,cb 80,"res 0,b","res 0,b","res 0,b",exec.asm,"RES	0,B"
5906,5906,5839,283f,27bb,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,INC	IY
5907,5907,5840,2841,27bd,fe 7e,fe 7e,cp $7e,cp $7e,cp $00,exec.asm,CP	'~'
5908,5908,5841,2843,27bf,28 cd,28 cd,"jr z,$-$31","jr z,$-$31","jr z,$-$00",exec.asm,"JR	Z,PRINT6"
5909,5909,5842,2845,27c1,fe 3b,fe 3b,cp $3b,cp $3b,cp $00,exec.asm,CP	';'
5910,5910,5843,2847,27c3,28 cd,28 cd,"jr z,$-$31","jr z,$-$31","jr z,$-$00",exec.asm,"JR	Z,PRINT8"
5911,5911,5844,2849,27c5,fe 2c,fe 2c,cp $2c,cp $2c,cp $00,exec.asm,"CP	','"
5912,5912,5845,284b,27c7,28 ce,28 ce,"jr z,$-$30","jr z,$-$30","jr z,$-$00",exec.asm,"JR	Z,PRINT9"
5913,5913,5846,284d,27c9,cd e0 35,cd 5c 35,call $35e0,call $355c,call $0000,exec.asm,"CALL	FORMAT		;SPC, TAB, '"
5914,5914,5847,2850,27cc,28 e6,28 e6,"jr z,$-$18","jr z,$-$18","jr z,$-$00",exec.asm,"JR	Z,PRINTC"
5915,5915,5848,2852,27ce,fd 2b,fd 2b,dec iy,dec iy,dec iy,exec.asm,DEC	IY
5916,5916,5849,2854,27d0,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC
5917,5917,5850,2855,27d1,cd 86 17,cd 02 17,call $1786,call $1702,call $0000,exec.asm,CALL	EXPR		;VARIABLE TYPE
5918,5918,5851,2858,27d4,08,08,"ex af,af'","ex af,af'","ex af,af'",exec.asm,"EX	AF,AF'"
5919,5919,5852,2859,27d5,fa 6f 28,fa eb 27,"jp m,$286f","jp m,$27eb","jp m,$0000",exec.asm,"JP	M,PRINT3	;STRING"
5920,5920,5853,285c,27d8,d1,d1,pop de,pop de,pop de,exec.asm,POP	DE
5921,5921,5854,285d,27d9,d5,d5,push de,push de,push de,exec.asm,PUSH	DE
5922,5922,5855,285e,27da,cb 4a,cb 4a,"bit 1,d","bit 1,d","bit 1,d",exec.asm,"BIT	1,D"
5923,5923,5856,2860,27dc,f5,f5,push af,push af,push af,exec.asm,PUSH	AF
5924,5924,5857,2861,27dd,cc 54 20,cc d0 1f,"call z,$2054","call z,$1fd0","call z,$0000",exec.asm,"CALL	Z,STR		;DECIMAL"
5925,5925,5858,2864,27e0,f1,f1,pop af,pop af,pop af,exec.asm,POP	AF
5926,5926,5859,2865,27e1,c4 11 20,c4 8d 1f,"call nz,$2011","call nz,$1f8d","call nz,$0000",exec.asm,"CALL	NZ,HEXSTR	;HEX"
5927,5927,5860,2868,27e4,c1,c1,pop bc,pop bc,pop bc,exec.asm,POP	BC
5928,5928,5861,2869,27e5,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC
5929,5929,5862,286a,27e6,79,79,"ld a,c","ld a,c","ld a,c",exec.asm,"LD	A,C"
5930,5930,5863,286b,27e7,93,93,sub e,sub e,sub e,exec.asm,SUB	E
5931,5931,5864,286c,27e8,d4 27 36,d4 a3 35,"call nc,$3627","call nc,$35a3","call nc,$0000",exec.asm,"CALL	NC,SPACES		;RIGHT JUSTIFY"
5932,5932,5865,286f,27eb,c1,c1,pop bc,pop bc,pop bc,exec.asm,PRINT3:         POP	BC
5933,5933,5866,2870,27ec,cd 35 36,cd b1 35,call $3635,call $35b1,call $0000,exec.asm,CALL	PTEXT		;PRINT
5934,5934,5867,2873,27ef,18 c3,18 c3,jr $-$3b,jr $-$3b,jr $-$00,exec.asm,JR	PRINTC
5935,5935,5868,2875,27f1,cb 40,cb 40,"bit 0,b","bit 0,b","bit 0,b",exec.asm,"PRINT4:         BIT	0,B"
5936,5936,5869,2877,27f3,cc 7f 41,cc fb 40,"call z,$417f","call z,$40fb","call z,$0000",exec.asm,"CALL	Z,CRLF"
5937,5937,5870,287a,27f6,18 3f,18 3f,jr $+$41,jr $+$41,jr $+$00,exec.asm,JR	XEQGO3
5938,5938,5871,287c,27f8,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,"ONERR:          INC	IY		;SKIP ""ERROR"""
5939,5939,5872,287e,27fa,cd 8f 45,cd 0b 45,call $458f,call $450b,call $0000,exec.asm,CALL	NXT
5940,5940,5873,2881,27fd,21 00 00,21 00 00,"ld hl,$0000","ld hl,$0000","ld hl,$0000",exec.asm,"LD	HL,0		;FLAG NOT LOCAL"
5941,5941,5874,2884,2800,fe ea,fe ea,cp $ea,cp $ea,cp $00,exec.asm,CP	TLOCAL
5942,5942,5875,2886,2802,20 1d,20 1d,"jr nz,$+$1f","jr nz,$+$1f","jr nz,$+$00",exec.asm,"JR	NZ,ONERR1"
5943,5943,5876,2888,2804,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,"INC	IY		;SKIP ""LOCAL"""
5944,5944,5877,288a,2806,2a ea 55,2a ea 54,"ld hl,($55ea)","ld hl,($54ea)","ld hl,($0000)",exec.asm,"LD	HL,(ERRTRP)"
5945,5945,5878,288d,2809,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5946,5946,5879,288e,280a,2a ec 55,2a ec 54,"ld hl,($55ec)","ld hl,($54ec)","ld hl,($0000)",exec.asm,"LD	HL,(ONERSP)"
5947,5947,5880,2891,280d,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5948,5948,5881,2892,280e,21 00 04,21 00 04,"ld hl,$0400","ld hl,$0400","ld hl,$0000",exec.asm,"LD	HL,400H		;TYPE = 4, 'EXPONENT' = 0"
5949,5949,5882,2895,2811,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5950,5950,5883,2896,2812,21 ea 55,21 ea 54,"ld hl,$55ea","ld hl,$54ea","ld hl,$0000",exec.asm,"LD	HL,ERRTRP"
5951,5951,5884,2899,2815,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5952,5952,5885,289a,2816,21 ae 35,21 2a 35,"ld hl,$35ae","ld hl,$352a","ld hl,$0000",exec.asm,"LD	HL,LOCCHK"
5953,5953,5886,289d,2819,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5954,5954,5887,289e,281a,21 00 00,21 00 00,"ld hl,$0000","ld hl,$0000","ld hl,$0000",exec.asm,"LD	HL,0"
5955,5955,5888,28a1,281d,39,39,"add hl,sp","add hl,sp","add hl,sp",exec.asm,"ADD	HL,SP"
5956,5956,5889,28a2,281e,cd 8f 45,cd 0b 45,call $458f,call $450b,call $0000,exec.asm,CALL	NXT
5957,5957,5890,28a5,2821,22 ec 55,22 ec 54,"ld ($55ec),hl","ld ($54ec),hl","ld ($0000),hl",exec.asm,"ONERR1:         LD	(ONERSP),HL"
5958,5958,5891,28a8,2824,fd 22 ea 55,fd 22 ea 54,"ld ($55ea),iy","ld ($54ea),iy","ld ($0000),iy",exec.asm,"LD	(ERRTRP),IY"
5959,5959,5892,28ac,2828,fe 87,fe 87,cp $87,cp $87,cp $00,exec.asm,CP	TOFF
5960,5960,5893,28ae,282a,c2 b5 25,c2 31 25,"jp nz,$25b5","jp nz,$2531","jp nz,$0000",exec.asm,"JP	NZ,REM"
5961,5961,5894,28b1,282d,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,"INC	IY		;SKIP ""OFF"""
5962,5962,5895,28b3,282f,ed 62,ed 62,"sbc hl,hl","sbc hl,hl","sbc hl,hl",exec.asm,"SBC	HL,HL"
5963,5963,5896,28b5,2831,22 ec 55,22 ec 54,"ld ($55ec),hl","ld ($54ec),hl","ld ($0000),hl",exec.asm,"LD	(ONERSP),HL"
5964,5964,5897,28b8,2834,22 ea 55,22 ea 54,"ld ($55ea),hl","ld ($54ea),hl","ld ($0000),hl",exec.asm,"LD	(ERRTRP),HL"
5965,5965,5898,28bb,2837,c3 1d 25,c3 99 24,jp $251d,jp $2499,jp $0000,exec.asm,XEQGO3:         JP	XEQ
5966,5966,5899,28be,283a,cd ba 35,cd 36 35,call $35ba,call $3536,call $0000,exec.asm,ON:             CALL	TERMQ
5967,5967,5900,28c1,283d,ca 6e 0f,ca ea 0e,"jp z,$0f6e","jp z,$0eea","jp z,$0000",exec.asm,"JP	Z,CSRON"
5968,5968,5901,28c4,2840,fe 85,fe 85,cp $85,cp $85,cp $00,exec.asm,CP	TERROR
5969,5969,5902,28c6,2842,28 b4,28 b4,"jr z,$-$4a","jr z,$-$4a","jr z,$-$00",exec.asm,"JR	Z,ONERR		;""ON ERROR"""
5970,5970,5903,28c8,2844,cd b7 18,cd 33 18,call $18b7,call $1833,call $0000,exec.asm,CALL	EXPRI
5971,5971,5904,28cb,2847,fd 7e 00,fd 7e 00,"ld a,(iy)","ld a,(iy)","ld a,(iy)",exec.asm,"LD	A,(IY)"
5972,5972,5905,28ce,284a,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,INC	IY
5973,5973,5906,28d0,284c,1e 2c,1e 2c,"ld e,$2c","ld e,$2c","ld e,$00",exec.asm,"LD	E,','		;SEPARATOR"
5974,5974,5907,28d2,284e,fe e5,fe e5,cp $e5,cp $e5,cp $00,exec.asm,CP	TGOTO
5975,5975,5908,28d4,2850,28 0b,28 0b,"jr z,$+$0d","jr z,$+$0d","jr z,$+$00",exec.asm,"JR	Z,ON1"
5976,5976,5909,28d6,2852,fe e4,fe e4,cp $e4,cp $e4,cp $00,exec.asm,CP	TGOSUB
5977,5977,5910,28d8,2854,28 07,28 07,"jr z,$+$09","jr z,$+$09","jr z,$+$00",exec.asm,"JR	Z,ON1"
5978,5978,5911,28da,2856,1e f2,1e f2,"ld e,$f2","ld e,$f2","ld e,$00",exec.asm,"LD	E,TPROC"
5979,5979,5912,28dc,2858,bb,bb,cp e,cp e,cp e,exec.asm,CP	E
5980,5980,5913,28dd,2859,3e 27,3e 27,"ld a,$27","ld a,$27","ld a,$00",exec.asm,"LD	A,39"
5981,5981,5914,28df,285b,20 4f,20 4f,"jr nz,$+$51","jr nz,$+$51","jr nz,$+$00",exec.asm,"JR	NZ,ERROR2ex	;""ON syntax"""
5982,5982,5915,28e1,285d,57,57,"ld d,a","ld d,a","ld d,a",exec.asm,"ON1:            LD	D,A"
5983,5983,5916,28e2,285e,d9,d9,exx,exx,exx,exec.asm,EXX
5984,5984,5917,28e3,285f,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5985,5985,5918,28e4,2860,d9,d9,exx,exx,exx,exec.asm,EXX
5986,5986,5919,28e5,2861,c1,c1,pop bc,pop bc,pop bc,exec.asm,POP	BC		;ON INDEX
5987,5987,5920,28e6,2862,78,78,"ld a,b","ld a,b","ld a,b",exec.asm,"LD	A,B"
5988,5988,5921,28e7,2863,b4,b4,or h,or h,or h,exec.asm,OR	H
5989,5989,5922,28e8,2864,b5,b5,or l,or l,or l,exec.asm,OR	L
5990,5990,5923,28e9,2865,20 32,20 32,"jr nz,$+$34","jr nz,$+$34","jr nz,$+$00",exec.asm,"JR	NZ,ON4		;OUT OF RANGE"
5991,5991,5924,28eb,2867,b1,b1,or c,or c,or c,exec.asm,OR	C
5992,5992,5925,28ec,2868,28 2f,28 2f,"jr z,$+$31","jr z,$+$31","jr z,$+$00",exec.asm,"JR	Z,ON4"
5993,5993,5926,28ee,286a,0d,0d,dec c,dec c,dec c,exec.asm,DEC	C
5994,5994,5927,28ef,286b,28 11,28 11,"jr z,$+$13","jr z,$+$13","jr z,$+$00",exec.asm,"JR	Z,ON3		;INDEX=1"
5995,5995,5928,28f1,286d,cd ba 35,cd 36 35,call $35ba,call $3536,call $0000,exec.asm,ON2:            CALL	TERMQ
5996,5996,5929,28f4,2870,28 27,28 27,"jr z,$+$29","jr z,$+$29","jr z,$+$00",exec.asm,"JR	Z,ON4		;OUT OF RANGE"
5997,5997,5930,28f6,2872,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,INC	IY		;SKIP DELIMITER
5998,5998,5931,28f8,2874,fe 22,fe 22,cp $22,cp $22,cp $00,exec.asm,"CP	'""'"
5999,5999,5932,28fa,2876,28 1a,28 1a,"jr z,$+$1c","jr z,$+$1c","jr z,$+$00",exec.asm,"JR	Z,ON5"
6000,6000,5933,28fc,2878,bb,bb,cp e,cp e,cp e,exec.asm,CP	E
6001,6001,5934,28fd,2879,20 f2,20 f2,"jr nz,$-$0c","jr nz,$-$0c","jr nz,$-$00",exec.asm,"JR	NZ,ON2"
6002,6002,5935,28ff,287b,0d,0d,dec c,dec c,dec c,exec.asm,DEC	C
6003,6003,5936,2900,287c,20 ef,20 ef,"jr nz,$-$0f","jr nz,$-$0f","jr nz,$-$00",exec.asm,"JR	NZ,ON2"
6004,6004,5937,2902,287e,7b,7b,"ld a,e","ld a,e","ld a,e",exec.asm,"ON3:            LD	A,E"
6005,6005,5938,2903,287f,fe f2,fe f2,cp $f2,cp $f2,cp $00,exec.asm,CP	TPROC
6006,6006,5939,2905,2881,28 2c,28 2c,"jr z,$+$2e","jr z,$+$2e","jr z,$+$00",exec.asm,"JR	Z,ONPROC"
6007,6007,5940,2907,2883,d5,d5,push de,push de,push de,exec.asm,PUSH	DE
6008,6008,5941,2908,2884,cd e4 18,cd 60 18,call $18e4,call $1860,call $0000,exec.asm,CALL	ITEMI		;LINE NUMBER
6009,6009,5942,290b,2887,d1,d1,pop de,pop de,pop de,exec.asm,POP	DE
6010,6010,5943,290c,2888,7a,7a,"ld a,d","ld a,d","ld a,d",exec.asm,"LD	A,D"
6011,6011,5944,290d,2889,fe e5,fe e5,cp $e5,cp $e5,cp $00,exec.asm,CP	TGOTO
6012,6012,5945,290f,288b,28 30,28 30,"jr z,$+$32","jr z,$+$32","jr z,$+$00",exec.asm,"JR	Z,GOTO2"
6013,6013,5946,2911,288d,cd c6 35,cd 42 35,call $35c6,call $3542,call $0000,exec.asm,CALL	SPAN		;SKIP REST OF LIST
6014,6014,5947,2914,2890,18 3c,18 3c,jr $+$3e,jr $+$3e,jr $+$00,exec.asm,JR	GOSUB1
6015,6015,5948,2916,2892,cd 1d 37,cd 99 36,call $371d,call $3699,call $0000,exec.asm,ON5:            CALL	QUOTE
6016,6016,5949,2919,2895,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,INC	IY
6017,6017,5950,291b,2897,18 d4,18 d4,jr $-$2a,jr $-$2a,jr $-$00,exec.asm,JR	ON2
6018,6018,5951,291d,2899,fd 7e 00,fd 7e 00,"ld a,(iy)","ld a,(iy)","ld a,(iy)",exec.asm,"ON4:            LD	A,(IY)"
6019,6019,5952,2920,289c,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,INC	IY
6020,6020,5953,2922,289e,fe 8b,fe 8b,cp $8b,cp $8b,cp $00,exec.asm,CP	TELSE
6021,6021,5954,2924,28a0,ca 66 2d,ca e2 2c,"jp z,$2d66","jp z,$2ce2","jp z,$0000",exec.asm,"JP	Z,IF1		;ELSE CLAUSE"
6022,6022,5955,2927,28a3,fe 0d,fe 0d,cp $0d,cp $0d,cp $00,exec.asm,CP	CR
6023,6023,5956,2929,28a5,20 f2,20 f2,"jr nz,$-$0c","jr nz,$-$0c","jr nz,$-$00",exec.asm,"JR	NZ,ON4"
6024,6024,5957,292b,28a7,3e 28,3e 28,"ld a,$28","ld a,$28","ld a,$00",exec.asm,"LD	A,40		;'ON range'"
6025,6025,5958,292d,28a9,21 3e 22,21 3e 22,"ld hl,$223e","ld hl,$223e","ld hl,$0000",exec.asm,DB	21H
6026,6026,5959,2930,28ac,c3 c8 3f,c3 44 3f,jp $3fc8,jp $3f44,jp $0000,exec.asm,ERROR2ex:         JP	ERROR_
6027,6027,5960,2933,28af,3e ee,3e ee,"ld a,$ee","ld a,$ee","ld a,$00",exec.asm,"ONPROC:         LD	A,TON"
6028,6028,5961,2935,28b1,c3 6b 2a,c3 e7 29,jp $2a6b,jp $29e7,jp $0000,exec.asm,JP	PROC
6029,6029,5962,2938,28b4,cd e4 18,cd 60 18,call $18e4,call $1860,call $0000,exec.asm,GOTO:           CALL	ITEMI		;LINE NUMBER
6030,6030,5963,293b,28b7,cd ba 35,cd 36 35,call $35ba,call $3536,call $0000,exec.asm,GOTO1:          CALL	TERMQ
6031,6031,5964,293e,28ba,c2 64 26,c2 e0 25,"jp nz,$2664","jp nz,$25e0","jp nz,$0000",exec.asm,"JP	NZ,SYNTAX"
6032,6032,5965,2941,28bd,d9,d9,exx,exx,exx,exec.asm,GOTO2:          EXX
6033,6033,5966,2942,28be,cd c7 41,cd 43 41,call $41c7,call $4143,call $0000,exec.asm,CALL	FINDL
6034,6034,5967,2945,28c1,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
6035,6035,5968,2946,28c2,fd e1,fd e1,pop iy,pop iy,pop iy,exec.asm,POP	IY
6036,6036,5969,2948,28c4,ca 08 25,ca 84 24,"jp z,$2508","jp z,$2484","jp z,$0000",exec.asm,"JP	Z,XEQ0"
6037,6037,5970,294b,28c7,3e 29,3e 29,"ld a,$29","ld a,$29","ld a,$00",exec.asm,"LD	A,41"
6038,6038,5971,294d,28c9,18 e1,18 e1,jr $-$1d,jr $-$1d,jr $-$00,exec.asm,"JR	ERROR2ex		;""No such line"""
6039,6039,5972,294f,28cb,cd e4 18,cd 60 18,call $18e4,call $1860,call $0000,exec.asm,GOSUB:          CALL	ITEMI		;LINE NUMBER
6040,6040,5973,2952,28ce,fd e5,fd e5,push iy,push iy,push iy,exec.asm,GOSUB1:         PUSH	IY		;TEXT POINTER
6041,6041,5974,2954,28d0,cd 0a 33,cd 86 32,call $330a,call $3286,call $0000,exec.asm,CALL	CHECK		;CHECK ROOM
6042,6042,5975,2957,28d3,cd 3b 29,cd b7 28,call $293b,call $28b7,call $0000,exec.asm,CALL	GOTO1		;SAVE MARKER
6043,6043,5976,295a,28d6,d1,d1,pop de,pop de,pop de,exec.asm,RETURN:         POP	DE		;MARKER
6044,6044,5977,295b,28d7,21 5a 29,21 d6 28,"ld hl,$295a","ld hl,$28d6","ld hl,$0000",exec.asm,"LD	HL,GOSCHK"
6045,6045,5978,295e,28da,b7,b7,or a,or a,or a,exec.asm,OR	A
6046,6046,5979,295f,28db,ed 52,ed 52,"sbc hl,de","sbc hl,de","sbc hl,de",exec.asm,"SBC	HL,DE"
6047,6047,5980,2961,28dd,fd e1,fd e1,pop iy,pop iy,pop iy,exec.asm,POP	IY
6048,6048,5981,2963,28df,28 30,28 30,"jr z,$+$32","jr z,$+$32","jr z,$+$00",exec.asm,"JR	Z,XEQGO2ex"
6049,6049,5982,2965,28e1,3e 26,3e 26,"ld a,$26","ld a,$26","ld a,$00",exec.asm,"LD	A,38"
6050,6050,5983,2967,28e3,18 c7,18 c7,jr $-$37,jr $-$37,jr $-$00,exec.asm,"JR	ERROR2ex		;""No GOSUB"""
6051,6051,5984,2969,28e5,fd e5,fd e5,push iy,push iy,push iy,exec.asm,REPEAT:         PUSH	IY
6052,6052,5985,296b,28e7,cd 0a 33,cd 86 32,call $330a,call $3286,call $0000,exec.asm,CALL	CHECK
6053,6053,5986,296e,28ea,cd 1d 25,cd 99 24,call $251d,call $2499,call $0000,exec.asm,CALL	XEQ
6054,6054,5987,2971,28ed,c1,c1,pop bc,pop bc,pop bc,exec.asm,UNTIL:          POP	BC
6055,6055,5988,2972,28ee,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC
6056,6056,5989,2973,28ef,21 71 29,21 ed 28,"ld hl,$2971","ld hl,$28ed","ld hl,$0000",exec.asm,"LD	HL,REPCHK"
6057,6057,5990,2976,28f2,b7,b7,or a,or a,or a,exec.asm,OR	A
6058,6058,5991,2977,28f3,ed 42,ed 42,"sbc hl,bc","sbc hl,bc","sbc hl,bc",exec.asm,"SBC	HL,BC"
6059,6059,5992,2979,28f5,28 0b,28 0b,"jr z,$+$0d","jr z,$+$0d","jr z,$+$00",exec.asm,"JR	Z,UNTIL1"
6060,6060,5993,297b,28f7,3e 03,3e 03,"ld a,$03","ld a,$03","ld a,$00",exec.asm,"LD	A,3"
6061,6061,5994,297d,28f9,cd b5 34,cd 31 34,call $34b5,call $3431,call $0000,exec.asm,CALL	RESLOC
6062,6062,5995,2980,28fc,20 ef,20 ef,"jr nz,$-$0f","jr nz,$-$0f","jr nz,$-$00",exec.asm,"JR	NZ,UNTIL"
6063,6063,5996,2982,28fe,3e 2b,3e 2b,"ld a,$2b","ld a,$2b","ld a,$00",exec.asm,"LD	A,43"
6064,6064,5997,2984,2900,18 aa,18 aa,jr $-$54,jr $-$54,jr $-$00,exec.asm,"JR	ERROR2ex		;""Not in a REPEAT loop"""
6065,6065,5998,2986,2902,cd b7 18,cd 33 18,call $18b7,call $1833,call $0000,exec.asm,UNTIL1:         CALL	EXPRI
6066,6066,5999,2989,2905,cd dd 1f,cd 59 1f,call $1fdd,call $1f59,call $0000,exec.asm,CALL	TEST
6067,6067,6000,298c,2908,c1,c1,pop bc,pop bc,pop bc,exec.asm,POP	BC
6068,6068,6001,298d,2909,d1,d1,pop de,pop de,pop de,exec.asm,POP	DE
6069,6069,6002,298e,290a,20 05,20 05,"jr nz,$+$07","jr nz,$+$07","jr nz,$+$00",exec.asm,"JR	NZ,XEQGO2ex		;TRUE"
6070,6070,6003,2990,290c,d5,d5,push de,push de,push de,exec.asm,PUSH	DE
6071,6071,6004,2991,290d,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC
6072,6072,6005,2992,290e,d5,d5,push de,push de,push de,exec.asm,PUSH	DE
6073,6073,6006,2993,290f,fd e1,fd e1,pop iy,pop iy,pop iy,exec.asm,POP	IY
6074,6074,6007,2995,2911,c3 1d 25,c3 99 24,jp $251d,jp $2499,jp $0000,exec.asm,XEQGO2ex:         JP	XEQ
6075,6075,6008,2998,2914,cd 33 32,cd af 31,call $3233,call $31af,call $0000,exec.asm,FORex:            CALL	ASSIGN
6076,6076,6009,299b,2917,20 91,20 91,"jr nz,$-$6d","jr nz,$-$6d","jr nz,$-$00",exec.asm,"JR	NZ,FORVAR	;""FOR variable"""
6077,6077,6010,299d,2919,f5,f5,push af,push af,push af,exec.asm,PUSH	AF		;SAVE TYPE
6078,6078,6011,299e,291a,fd 7e 00,fd 7e 00,"ld a,(iy)","ld a,(iy)","ld a,(iy)",exec.asm,"LD	A,(IY)"
6079,6079,6012,29a1,291d,fe b8,fe b8,cp $b8,cp $b8,cp $00,exec.asm,CP	TTO
6080,6080,6013,29a3,291f,3e 24,3e 24,"ld a,$24","ld a,$24","ld a,$00",exec.asm,"LD	A,36"
6081,6081,6014,29a5,2921,20 89,20 89,"jr nz,$-$75","jr nz,$-$75","jr nz,$-$00",exec.asm,"JR	NZ,ERROR2ex	;""No TO"""
6082,6082,6015,29a7,2923,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,INC	IY
6083,6083,6016,29a9,2925,dd e5,dd e5,push ix,push ix,push ix,exec.asm,PUSH	IX
6084,6084,6017,29ab,2927,cd b0 18,cd 2c 18,call $18b0,call $182c,call $0000,exec.asm,CALL	EXPRN		;LIMIT
6085,6085,6018,29ae,292a,dd e1,dd e1,pop ix,pop ix,pop ix,exec.asm,POP	IX
6086,6086,6019,29b0,292c,f1,f1,pop af,pop af,pop af,exec.asm,POP	AF
6087,6087,6020,29b1,292d,47,47,"ld b,a","ld b,a","ld b,a",exec.asm,"LD	B,A		;TYPE"
6088,6088,6021,29b2,292e,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC		;SAVE ON STACK
6089,6089,6022,29b3,292f,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
6090,6090,6023,29b4,2930,21 00 00,21 00 00,"ld hl,$0000","ld hl,$0000","ld hl,$0000",exec.asm,"LD	HL,0"
6091,6091,6024,29b7,2933,4c,4c,"ld c,h","ld c,h","ld c,h",exec.asm,"LD	C,H"
6092,6092,6025,29b8,2934,d9,d9,exx,exx,exx,exec.asm,EXX
6093,6093,6026,29b9,2935,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
6094,6094,6027,29ba,2936,21 01 00,21 01 00,"ld hl,$0001","ld hl,$0001","ld hl,$0000",exec.asm,"LD	HL,1		;PRESET STEP"
6095,6095,6028,29bd,2939,d9,d9,exx,exx,exx,exec.asm,EXX
6096,6096,6029,29be,293a,fd 7e 00,fd 7e 00,"ld a,(iy)","ld a,(iy)","ld a,(iy)",exec.asm,"LD	A,(IY)"
6097,6097,6030,29c1,293d,fe 88,fe 88,cp $88,cp $88,cp $00,exec.asm,CP	TSTEP
6098,6098,6031,29c3,293f,20 09,20 09,"jr nz,$+$0b","jr nz,$+$0b","jr nz,$+$00",exec.asm,"JR	NZ,FOR1"
6099,6099,6032,29c5,2941,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,INC	IY
6100,6100,6033,29c7,2943,dd e5,dd e5,push ix,push ix,push ix,exec.asm,PUSH	IX
6101,6101,6034,29c9,2945,cd b0 18,cd 2c 18,call $18b0,call $182c,call $0000,exec.asm,CALL	EXPRN		;STEP
6102,6102,6035,29cc,2948,dd e1,dd e1,pop ix,pop ix,pop ix,exec.asm,POP	IX
